CaptainAcceptEmail,PriorYearParticipation,GenderMale,GenderFemale,GenderNotSpecified,RegOnline,RegOffline,PriorParticipant,NotPriorParticipant,ConnectionMS,NoConnectionMS,RegActive,RegInActive,DonorGenderMale,DonorGenderFemale,DonorGenderNotSpecified,RegisteredDonors,NonRegisteredDonors,DonorConnectionMS,DonorNoConnectionMS,DonorPriorParticipant,DonorNotPriorParticipant,GiftAmount
TRUE,0,2,0,0,2,0,0,2,1,1,2,0,2,1,2,2,3,0,5,0,5,245
TRUE,0,1,1,0,2,0,2,0,2,0,2,0,2,4,1,2,5,0,7,7,0,200
TRUE,1,3,3,0,6,0,5,1,4,2,6,0,31,36,7,6,68,1,73,61,12,4560
FALSE,1,1,1,0,2,0,2,0,0,2,2,0,3,1,0,2,2,0,4,4,0,600
TRUE,0,5,2,0,7,0,1,6,7,0,7,0,26,56,18,7,93,1,99,28,69,13926
TRUE,0,3,0,0,3,0,0,3,2,1,3,0,2,0,5,1,6,1,6,0,7,1050
FALSE,0,1,1,0,2,0,0,2,0,2,2,0,4,3,2,2,7,2,7,0,4,1095
FALSE,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,35
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,35
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,5,1,0,1,5,0,6,6,0,360
TRUE,1,12,1,0,4,9,10,3,11,2,13,0,123,78,19,13,207,8,212,182,33,26598
,1,1,0,0,1,0,1,0,1,0,1,0,1,2,0,1,2,0,3,3,0,100
TRUE,1,13,0,0,13,0,11,2,11,2,13,0,46,27,25,6,92,29,69,96,2,11359
TRUE,0,6,1,0,7,0,0,7,7,0,7,0,23,20,3,7,39,14,32,0,46,2540
FALSE,1,19,8,1,24,4,5,23,14,14,28,0,96,99,75,28,242,41,229,95,175,20059
FALSE,0,3,1,0,4,0,0,4,2,2,4,0,12,14,3,4,25,0,29,0,29,1400
,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
FALSE,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,35
TRUE,0,2,0,0,2,0,2,0,0,2,2,0,2,0,1,2,1,1,2,3,0,300
FALSE,0,1,0,0,1,0,1,0,1,0,1,0,11,6,1,1,17,0,18,18,0,850
TRUE,1,7,1,0,8,0,3,5,4,4,8,0,44,15,18,8,69,6,71,39,37,14270
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,100
TRUE,0,4,0,0,4,0,3,1,2,2,4,0,6,5,1,4,8,1,11,10,2,800
TRUE,0,2,1,0,3,0,2,1,3,0,3,0,4,1,1,3,3,1,5,4,2,900
FALSE,1,8,0,0,8,0,5,3,4,4,8,0,25,30,7,1,61,39,23,46,15,5050
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,3,0,0,3,0,0,3,1,2,3,0,28,22,9,3,56,45,14,0,59,3103
TRUE,1,1,1,0,2,0,1,1,1,1,2,0,2,16,2,2,18,16,4,14,6,620
TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRUE,0,2,0,0,2,0,0,2,1,1,2,0,10,4,4,2,16,10,8,0,17,1205
FALSE,1,2,1,0,3,0,3,0,2,1,3,0,3,2,0,3,2,5,0,5,0,800
TRUE,1,7,1,0,7,1,3,5,5,3,8,0,26,12,14,8,44,41,11,20,32,4750
TRUE,0,5,0,0,5,0,5,0,3,2,5,0,23,13,8,5,39,30,14,44,0,2556
TRUE,0,2,1,0,3,0,3,0,2,1,3,0,2,2,0,2,2,4,0,4,0,600
FALSE,0,1,1,0,2,0,0,2,2,0,2,0,5,9,2,2,14,14,2,0,16,1800
TRUE,0,3,1,0,4,0,0,4,4,0,4,0,15,17,14,4,42,40,6,0,44,3506
TRUE,1,1,0,0,1,0,1,0,1,0,1,0,10,7,8,1,24,15,10,23,0,1525
TRUE,1,3,2,0,5,0,3,2,3,2,5,0,32,41,15,5,83,64,24,72,16,10408
TRUE,1,1,1,0,2,0,1,1,2,0,2,0,4,2,0,1,5,4,2,3,3,355
FALSE,1,7,3,0,10,0,4,6,6,4,10,0,60,57,29,9,137,78,68,103,41,8084
TRUE,0,2,0,0,1,1,0,2,0,2,2,0,5,0,2,2,5,2,5,0,7,255
TRUE,1,7,4,0,10,1,5,6,7,4,11,0,11,10,5,4,22,20,6,10,15,3940
TRUE,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRUE,1,4,0,0,4,0,3,1,4,0,4,0,14,11,5,4,26,19,11,22,7,1065
TRUE,1,4,0,0,3,1,2,2,2,2,4,0,9,17,3,2,27,15,14,16,13,1230
,1,2,0,0,2,0,2,0,1,1,1,1,0,2,1,0,3,0,3,3,0,195
TRUE,1,8,5,0,13,0,8,5,9,4,12,1,38,30,14,6,76,46,36,44,38,4716
TRUE,1,3,1,0,4,0,3,1,3,1,4,0,17,16,3,2,34,19,17,25,11,1335
,1,2,0,0,2,0,2,0,2,0,2,0,7,6,0,2,11,12,1,12,0,1000
FALSE,1,4,0,0,4,0,2,2,1,3,4,0,15,7,15,3,34,14,23,17,20,2818
FALSE,0,5,0,0,5,0,4,1,4,1,5,0,16,24,11,5,46,31,20,34,8,2725
TRUE,0,6,2,0,8,0,3,5,8,0,8,0,52,21,24,6,91,44,53,55,20,14000
FALSE,1,35,8,0,43,0,27,16,25,18,42,1,82,65,35,14,168,90,92,128,46,12802
TRUE,1,1,0,0,1,0,1,0,0,1,1,0,4,0,0,1,3,1,3,4,0,250
TRUE,1,2,0,0,2,0,2,0,2,0,2,0,6,3,2,2,9,7,4,8,0,1090
TRUE,1,17,0,0,17,0,8,9,10,7,17,0,43,17,13,13,60,40,33,22,51,19495
TRUE,1,4,5,0,9,0,8,1,4,5,9,0,14,19,1,9,25,24,10,32,1,4268
FALSE,1,1,4,0,5,0,4,1,4,1,4,1,9,16,4,4,25,17,12,26,1,2244
TRUE,1,2,1,0,3,0,2,1,1,2,3,0,5,6,6,3,14,6,11,12,5,1055
TRUE,0,18,4,0,22,0,18,4,18,4,22,0,135,116,51,19,283,150,152,271,30,21451
TRUE,0,0,2,0,2,0,0,2,1,1,2,0,0,5,0,2,3,4,1,0,4,645
FALSE,1,10,9,0,19,0,12,7,13,6,19,0,53,53,29,13,122,75,60,106,29,17618
TRUE,1,10,0,0,10,0,7,3,7,3,9,1,46,22,13,9,72,48,33,52,28,3443
FALSE,1,14,2,0,13,3,15,1,13,3,16,0,102,109,42,14,239,95,158,239,14,16252
,1,1,0,0,1,0,1,0,1,0,1,0,6,0,3,1,8,5,4,9,0,835
TRUE,1,4,2,0,4,2,3,3,5,1,6,0,77,69,5,2,149,68,83,150,1,14291
,1,4,2,0,6,0,2,4,4,2,6,0,20,23,29,2,70,21,51,37,35,2622
,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,2,2,0,320
TRUE,1,8,1,0,8,1,8,1,6,3,9,0,42,11,19,8,64,27,45,62,8,5388
TRUE,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TRUE,1,4,1,0,4,1,5,0,2,3,4,1,11,11,9,3,28,15,16,31,0,2000
TRUE,0,1,2,0,3,0,0,3,3,0,3,0,1,3,2,3,3,4,2,0,6,820
,1,13,2,0,13,2,11,4,13,2,15,0,180,162,84,14,412,121,305,418,8,29898
TRUE,0,17,4,0,21,0,0,21,18,3,21,0,62,38,31,21,110,71,60,0,130,11300
FALSE,0,1,3,0,4,0,0,4,1,3,4,0,1,3,4,4,4,3,5,0,8,605
TRUE,1,18,4,0,21,1,14,8,14,8,22,0,97,90,105,14,278,123,169,181,111,17082
FALSE,0,4,0,0,4,0,0,4,4,0,4,0,8,1,5,4,10,5,9,0,14,850
TRUE,0,21,4,0,24,1,6,19,17,8,25,0,61,40,28,12,117,69,60,42,87,19530
TRUE,0,1,2,0,3,0,3,0,2,1,3,0,4,3,0,3,4,5,2,4,0,300
TRUE,1,19,7,0,20,6,17,9,13,13,26,0,123,90,14,17,210,131,96,197,23,20191
TRUE,0,7,0,0,4,3,6,1,5,2,7,0,53,34,13,2,98,45,55,95,2,9808
FALSE,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,200
TRUE,0,2,0,0,2,0,2,0,2,0,2,0,3,0,0,2,1,3,0,3,0,420
TRUE,1,7,2,0,7,2,6,3,5,4,9,0,19,14,8,7,34,20,21,23,18,22615
TRUE,0,18,9,0,19,8,12,15,17,10,26,1,66,54,58,8,170,128,50,89,73,23404
TRUE,0,5,4,0,4,5,8,1,4,5,9,0,21,19,18,7,51,24,34,55,3,6970
TRUE,0,7,0,0,7,0,0,7,5,2,7,0,17,9,8,7,27,13,21,0,34,8112
TRUE,0,16,9,0,21,4,16,9,18,7,25,0,104,60,33,20,177,107,90,128,66,26265
TRUE,0,6,2,0,6,2,2,6,4,4,8,0,13,20,2,2,33,12,23,24,11,2045
TRUE,0,12,4,0,7,9,13,3,10,6,16,0,57,44,12,9,104,62,51,103,10,7949
TRUE,0,19,6,0,22,3,15,10,17,8,25,0,260,136,51,6,441,192,255,235,210,113286
TRUE,0,2,0,0,0,2,2,0,2,0,2,0,37,12,1,0,50,23,27,50,0,4860
TRUE,1,15,5,0,20,0,13,7,11,9,20,0,79,85,22,19,167,152,34,145,40,10390
TRUE,1,1,0,0,0,1,1,0,1,0,1,0,28,14,39,0,81,28,53,81,0,11987
TRUE,1,3,0,0,2,1,3,0,2,1,3,0,6,1,0,2,5,2,5,7,0,1378
FALSE,1,18,7,1,20,6,21,5,18,8,26,0,105,53,95,15,238,143,110,211,42,22815
TRUE,1,17,9,2,25,3,24,4,14,14,28,0,59,97,63,19,200,126,93,204,15,31078
TRUE,0,1,0,0,1,0,0,1,0,1,1,0,7,7,5,1,18,7,12,0,19,1885
FALSE,0,0,1,0,1,0,0,1,1,0,1,0,4,8,3,1,14,7,8,0,15,803
TRUE,1,22,13,0,33,2,25,10,21,14,34,1,51,36,10,34,63,57,40,76,20,11085
FALSE,1,4,1,0,4,1,4,1,5,0,5,0,10,9,3,5,17,16,6,19,3,3604
TRUE,0,9,2,0,11,0,3,8,3,8,11,0,19,12,5,11,25,11,25,5,31,4751
TRUE,0,0,1,0,1,0,0,1,0,1,1,0,0,2,0,1,1,1,1,0,1,110
TRUE,0,15,5,0,20,0,3,17,7,13,20,0,81,61,30,19,153,71,101,24,148,9488
TRUE,1,47,22,0,68,1,25,44,25,44,66,3,195,121,112,55,373,170,258,184,242,34889
TRUE,1,12,1,0,13,0,9,4,4,9,13,0,64,26,10,13,87,49,51,67,33,8180
FALSE,1,8,1,0,9,0,4,5,2,7,8,1,31,3,1,9,26,10,25,14,21,3200
TRUE,1,28,10,0,38,0,16,22,14,24,38,0,169,162,109,38,402,185,255,184,216,34525
TRUE,1,50,23,0,72,1,36,37,28,45,73,0,169,173,96,17,421,176,262,215,223,35903
TRUE,0,7,7,0,14,0,10,4,5,9,14,0,43,44,8,14,81,54,41,86,9,6076
TRUE,1,8,4,0,12,0,8,4,5,7,12,0,68,42,25,11,124,55,80,86,49,7416
TRUE,1,57,24,1,82,0,57,25,39,43,82,0,652,366,224,81,1161,539,703,1055,187,162783
FALSE,1,21,5,0,26,0,16,10,10,16,26,0,216,119,186,26,495,215,306,356,165,51474
TRUE,0,10,5,0,14,1,9,6,6,9,13,2,41,41,12,14,80,40,54,77,17,13321
FALSE,0,13,22,0,35,0,10,25,7,28,34,1,124,120,48,34,258,104,188,82,210,23360
TRUE,1,5,2,0,7,0,5,2,1,6,6,1,11,11,4,5,21,11,15,10,14,2190
TRUE,1,58,20,1,79,0,43,36,39,40,79,0,586,334,299,79,1140,534,685,707,511,121826
TRUE,1,48,30,2,79,1,23,57,34,46,80,0,293,379,205,79,798,349,528,248,629,54429
TRUE,0,3,0,0,3,0,3,0,3,0,3,0,27,18,6,3,48,26,25,51,0,11000
TRUE,1,17,10,0,27,0,13,14,11,16,27,0,53,54,38,25,120,55,90,71,74,14481
TRUE,1,164,68,1,233,0,107,126,110,123,226,7,982,797,372,230,1921,957,1194,984,1165,211144
TRUE,1,4,2,0,6,0,5,1,3,3,6,0,24,22,9,6,49,24,31,37,18,2710
TRUE,0,3,1,0,4,0,0,4,3,1,4,0,14,4,6,4,20,18,6,0,24,2853
FALSE,0,1,0,0,1,0,1,0,1,0,1,0,5,5,1,1,10,3,8,11,0,530
FALSE,1,17,6,0,22,1,8,15,7,16,22,1,80,57,21,23,135,61,97,47,110,12280
TRUE,0,7,2,0,9,0,3,6,6,3,9,0,60,13,18,9,82,37,54,29,62,6110
TRUE,1,37,11,0,48,0,41,7,30,18,48,0,654,379,167,48,1152,609,591,1119,81,209757
,1,2,0,0,2,0,2,0,1,1,2,0,4,2,0,2,4,4,2,6,0,400
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,1,1,2,0,0,2,40
FALSE,0,3,0,0,3,0,0,3,2,1,3,0,14,12,3,3,26,16,13,0,29,2085
TRUE,0,2,4,0,6,0,1,5,1,5,6,0,6,13,4,6,17,10,13,3,15,2546
TRUE,1,23,8,0,31,0,16,15,12,19,30,1,118,89,49,27,229,114,142,126,130,16690
TRUE,1,2,0,0,2,0,1,1,1,1,2,0,6,0,1,2,5,3,4,3,4,850
TRUE,1,47,11,0,58,0,32,26,25,33,58,0,427,302,99,51,777,413,415,440,388,54064
TRUE,1,86,27,1,114,0,33,81,42,72,114,0,473,336,220,114,915,422,607,297,711,120854
TRUE,0,2,1,0,3,0,3,0,3,0,3,0,2,7,2,3,8,8,3,11,0,1975
TRUE,1,30,27,0,56,1,24,33,24,33,54,3,176,217,122,55,460,232,283,201,313,33577
FALSE,0,4,3,0,7,0,0,7,2,5,7,0,52,19,6,7,70,24,53,0,73,3771
TRUE,1,15,7,0,20,2,7,15,9,13,22,0,92,90,41,21,202,75,148,77,145,11307
TRUE,1,22,4,1,27,0,12,15,12,15,27,0,81,56,33,26,144,64,106,83,87,13625
TRUE,1,102,56,0,155,3,106,52,101,57,157,1,1317,1111,499,157,2770,1331,1596,2234,693,376033
TRUE,1,8,5,0,13,0,6,7,5,8,13,0,84,74,127,13,272,80,205,214,71,23290
TRUE,0,8,1,0,9,0,0,9,2,7,9,0,57,36,19,9,103,34,78,0,112,7490
FALSE,0,3,1,0,4,0,0,4,1,3,4,0,5,4,5,0,14,5,9,0,14,2245
TRUE,1,6,0,0,6,0,5,1,1,5,6,0,23,16,7,1,45,21,25,28,18,2520
TRUE,0,11,9,0,20,0,5,15,8,12,19,1,94,130,38,20,242,103,159,90,172,23007
TRUE,1,39,23,0,62,0,33,29,31,31,61,1,187,241,107,62,473,208,327,299,235,49932
TRUE,0,20,2,0,21,1,5,17,3,19,22,0,32,8,0,22,18,11,29,16,24,9520
TRUE,1,44,24,0,68,0,34,34,28,40,66,2,477,389,138,67,937,466,538,608,391,83976
TRUE,1,11,5,0,16,0,13,3,11,5,16,0,194,126,37,16,341,214,143,335,22,77284
TRUE,1,36,18,0,53,1,20,34,28,26,51,3,364,287,206,53,804,377,480,290,567,106557
FALSE,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,75
TRUE,1,7,2,0,9,0,6,3,6,3,9,0,47,44,10,9,92,50,51,75,26,7510
TRUE,1,11,2,0,13,0,10,3,7,6,13,0,50,41,13,13,91,51,53,79,23,9104
TRUE,1,30,12,0,42,0,21,21,17,25,41,1,223,158,75,40,416,208,248,222,234,33112
TRUE,1,4,2,0,6,0,5,1,6,0,6,0,14,8,12,5,29,17,17,24,2,2705
TRUE,0,8,3,0,11,0,4,7,9,2,11,0,36,34,19,11,78,55,34,35,53,7245
TRUE,1,17,9,0,26,0,15,11,10,16,25,1,115,112,67,26,268,121,173,162,131,21467
TRUE,1,21,7,0,28,0,14,14,7,21,28,0,91,103,46,27,213,81,159,164,76,23070
TRUE,1,10,1,0,11,0,5,6,4,7,10,1,6,2,11,3,16,6,13,13,6,5535
TRUE,1,24,15,0,39,0,14,25,13,26,38,1,246,221,78,31,514,215,330,322,223,60598
TRUE,0,3,0,0,3,0,0,3,0,3,3,0,12,6,20,3,35,5,33,0,38,2315
FALSE,1,20,9,0,29,0,17,12,16,13,29,0,104,89,30,29,194,94,129,147,76,17191
TRUE,1,142,40,1,182,1,102,81,93,90,182,1,1466,937,460,181,2682,1395,1468,1996,859,363783
TRUE,1,68,17,1,84,2,50,36,39,47,82,4,373,284,154,84,727,384,427,496,315,62651
TRUE,1,3,1,0,4,0,2,2,2,2,4,0,14,13,9,4,32,17,19,15,21,2635
TRUE,1,17,2,0,19,0,8,11,5,14,18,1,102,56,56,17,197,65,149,77,137,17441
TRUE,1,13,0,0,13,0,5,8,9,4,13,0,81,31,25,13,124,46,91,50,87,12805
TRUE,1,52,19,0,71,0,30,41,39,32,71,0,346,221,273,70,770,318,522,388,452,61814
FALSE,0,6,3,0,9,0,1,8,1,8,9,0,36,35,17,9,79,24,64,3,85,4660
TRUE,1,17,2,0,18,1,17,2,11,8,19,0,31,6,20,19,38,29,28,54,3,9175
TRUE,1,12,5,0,16,1,9,8,8,9,13,4,47,23,21,10,81,39,52,62,29,6930
TRUE,1,4,0,0,4,0,3,1,1,3,4,0,12,6,5,4,19,8,15,14,9,1324
FALSE,1,21,11,0,29,3,14,18,17,15,30,2,34,25,37,14,82,38,58,50,46,17437
TRUE,0,5,2,0,7,0,0,7,3,4,6,1,23,26,17,7,59,34,32,0,66,4052
TRUE,1,71,5,2,78,0,38,40,34,44,78,0,329,195,150,77,597,275,399,366,300,63268
TRUE,1,16,6,0,22,0,10,12,10,12,15,7,112,84,96,20,272,104,188,164,120,25884
TRUE,1,14,6,0,20,0,14,6,10,10,19,1,84,62,30,19,157,84,92,127,49,12070
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,2,0,0,1,1,2,0,0,1,1000
TRUE,1,2,2,0,4,0,3,1,3,1,4,0,7,4,0,4,7,8,3,8,3,1600
TRUE,1,56,20,0,76,0,44,32,40,36,76,0,411,284,128,75,748,329,494,530,292,104054
TRUE,1,188,110,3,300,1,120,181,145,156,294,7,1057,1064,444,295,2270,1096,1469,1008,1556,175819
TRUE,1,93,21,0,112,2,85,29,70,44,113,1,1468,831,482,110,2671,1185,1596,2461,320,585498
TRUE,1,11,7,0,18,0,10,8,16,2,18,0,112,96,60,18,250,150,118,185,83,27474
TRUE,1,14,4,0,18,0,9,9,8,10,16,2,152,40,53,18,227,102,143,111,133,18176
TRUE,1,11,2,0,13,0,13,0,9,4,13,0,190,145,50,13,372,194,191,385,0,34270
TRUE,1,23,5,0,28,0,12,16,10,18,25,3,138,86,45,28,241,104,165,138,128,19552
FALSE,0,13,7,0,20,0,0,20,3,17,20,0,60,53,30,20,123,51,92,0,143,10344
TRUE,1,64,56,0,120,0,78,42,73,47,119,1,429,598,215,118,1124,585,657,757,485,110092
TRUE,1,136,57,1,193,1,133,61,106,88,194,0,947,831,331,192,1917,982,1127,1554,554,171279
FALSE,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
TRUE,1,25,1,0,25,1,19,7,19,7,26,0,227,129,77,25,408,203,230,322,111,131462
TRUE,1,24,8,0,32,0,15,17,18,14,32,0,140,151,49,31,309,155,185,207,133,25871
TRUE,0,4,2,0,6,0,1,5,1,5,6,0,22,11,9,6,36,13,29,3,39,3485
TRUE,1,2,1,0,3,0,3,0,3,0,3,0,24,12,3,3,36,29,10,39,0,4250
TRUE,1,117,45,1,163,0,74,89,82,81,159,4,872,626,555,160,1893,941,1112,1287,759,209401
TRUE,1,4,0,0,4,0,4,0,1,3,4,0,25,10,5,4,36,18,22,40,0,3820
TRUE,1,12,7,0,19,0,10,9,7,12,19,0,97,49,62,19,189,91,117,101,107,14965
TRUE,1,16,4,0,20,0,14,6,3,17,20,0,33,22,26,19,62,21,60,53,28,8568
TRUE,1,36,16,0,51,1,34,18,33,19,44,8,370,242,243,47,808,362,493,676,179,88354
TRUE,0,2,0,0,2,0,2,0,2,0,2,0,7,3,1,2,9,4,7,11,0,610
TRUE,1,12,4,0,16,0,5,11,4,12,16,0,62,25,7,16,78,42,52,32,62,9782
FALSE,1,82,51,0,132,1,61,72,61,72,132,1,445,505,175,130,995,472,653,529,594,86350
FALSE,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,2,0,2,400
TRUE,1,12,6,0,18,0,11,7,13,5,17,1,86,98,55,16,223,136,103,157,79,29618
TRUE,1,91,30,0,120,1,83,38,56,65,121,0,774,525,292,120,1471,737,854,1235,356,161619
TRUE,1,54,23,0,76,1,44,33,39,38,76,1,388,373,430,75,1116,471,720,781,410,101691
TRUE,1,21,3,0,24,0,10,14,12,12,23,1,110,53,55,23,195,98,120,84,133,14525
TRUE,1,45,19,1,65,0,28,37,31,34,57,8,277,234,177,64,624,290,398,253,426,102153
TRUE,1,11,5,0,16,0,6,10,3,13,16,0,18,17,17,16,36,20,32,17,27,11755
TRUE,1,14,9,0,23,0,8,15,8,15,22,1,72,99,34,9,196,66,139,62,143,19349
TRUE,1,8,4,0,12,0,4,8,8,4,12,0,66,71,27,12,152,92,72,28,136,20505
,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0
TRUE,0,16,2,0,18,0,8,10,5,13,18,0,102,19,41,18,144,76,86,63,99,13467
TRUE,0,9,0,0,9,0,6,3,5,4,9,0,48,25,10,9,74,35,48,55,26,6030
,1,1,0,0,1,0,1,0,1,0,1,0,32,13,10,1,54,23,32,55,0,4520
TRUE,1,7,4,0,11,0,7,4,8,3,11,0,83,51,26,11,149,86,74,92,68,27204
TRUE,0,6,2,0,8,0,1,7,3,5,8,0,4,4,8,0,16,4,12,9,7,3805
TRUE,1,41,7,0,48,0,28,20,19,29,47,1,202,129,117,48,400,166,282,264,183,37674
TRUE,1,27,10,0,37,0,23,14,24,13,37,0,242,180,151,36,537,235,338,382,190,93108
TRUE,0,2,1,0,3,0,0,3,0,3,3,0,2,1,0,3,0,0,3,0,3,0
TRUE,1,14,4,0,18,0,6,12,7,11,17,1,57,59,29,18,127,51,94,30,114,13643
TRUE,1,19,13,0,32,0,18,14,13,19,32,0,112,83,87,28,254,104,178,161,121,30963
TRUE,1,1,2,0,3,0,2,1,0,3,3,0,2,11,1,3,11,5,9,12,2,1250
TRUE,1,21,5,1,27,0,17,10,14,13,27,0,228,169,84,27,454,210,271,370,111,44630
FALSE,1,13,2,0,15,0,10,5,5,10,15,0,58,27,13,15,83,37,61,79,19,9575
FALSE,1,6,4,0,10,0,4,6,8,2,10,0,12,4,0,10,6,14,2,5,11,4825
TRUE,0,1,1,0,2,0,0,2,0,2,2,0,2,4,3,2,7,1,8,0,9,980
TRUE,0,3,1,0,4,0,1,3,3,1,3,1,19,7,9,4,31,23,12,5,30,2685
TRUE,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,0,5,0,5,0,0,9936
FALSE,0,2,0,0,2,0,0,2,0,2,2,0,2,0,0,2,0,1,1,0,2,535
,1,1,1,0,2,0,2,0,2,0,2,0,7,6,0,2,11,8,5,13,0,490
TRUE,1,12,7,0,19,0,16,3,11,8,19,0,99,97,27,19,204,116,107,217,6,30243
FALSE,0,4,0,0,4,0,0,4,2,2,4,0,20,0,8,4,24,11,17,0,28,1725
TRUE,1,12,2,0,14,0,8,6,4,10,14,0,69,40,26,14,121,67,68,88,47,10557
TRUE,1,37,8,0,44,1,23,22,12,33,44,1,204,166,77,44,403,230,217,239,208,27419
TRUE,1,7,1,0,8,0,3,5,4,4,8,0,34,8,13,8,47,37,18,15,40,2695
TRUE,1,285,104,0,388,1,250,139,218,171,388,1,2050,1547,626,387,3836,2107,2116,2783,1439,378631
TRUE,0,21,4,0,25,0,12,13,13,12,25,0,104,40,46,25,165,92,98,98,92,13800
TRUE,1,20,1,0,21,0,14,7,7,14,21,0,97,68,75,21,219,85,155,147,88,19049
FALSE,1,124,37,2,162,1,96,67,81,82,163,0,924,623,369,163,1753,907,1009,1174,742,154897
FALSE,0,4,1,0,5,0,2,3,3,2,5,0,12,13,5,4,26,12,18,27,3,2610
TRUE,0,12,8,0,20,0,0,20,6,14,20,0,34,36,43,20,93,45,68,0,113,37440
TRUE,1,2,2,0,4,0,1,3,2,2,4,0,10,15,7,4,28,16,16,3,26,4445
TRUE,1,41,13,0,54,0,20,34,26,28,51,3,324,258,128,54,656,302,408,313,396,53004
FALSE,1,7,4,0,11,0,4,7,2,9,11,0,33,23,1,10,47,30,27,13,44,5304
TRUE,1,34,12,0,46,0,26,20,31,15,46,0,269,145,106,46,474,261,259,279,232,48193
TRUE,1,9,2,0,11,0,8,3,6,5,11,0,53,33,17,11,92,54,49,82,21,6908
FALSE,0,4,0,1,5,0,0,5,1,4,5,0,25,7,35,5,62,20,47,0,67,10535
TRUE,1,8,8,0,16,0,10,6,4,12,16,0,14,12,16,16,26,10,32,27,15,39959
TRUE,1,21,8,0,27,2,21,8,17,12,25,4,187,155,71,28,385,178,235,314,97,94067
TRUE,0,3,3,0,6,0,0,6,2,4,6,0,14,14,11,6,33,12,27,0,39,2735
TRUE,1,27,5,0,32,0,21,11,18,14,32,0,303,216,108,32,595,319,308,447,179,49269
TRUE,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,2,0,2,450
TRUE,1,0,4,0,4,0,3,1,3,1,4,0,3,4,0,4,3,3,4,4,3,185
TRUE,1,9,5,0,14,0,11,3,5,9,14,0,59,43,11,7,106,44,69,97,16,9118
TRUE,1,16,1,0,17,0,10,7,10,7,17,0,142,57,35,17,217,124,110,130,104,20523
TRUE,1,29,12,0,41,0,21,20,23,18,39,2,357,299,102,41,717,364,394,534,224,56003
TRUE,1,286,117,0,400,3,239,164,224,179,395,8,2804,2084,1656,394,6150,2770,3774,4391,2150,725989
TRUE,1,137,49,1,186,1,110,77,94,93,181,6,1058,750,379,59,2128,884,1303,1486,699,382374
TRUE,1,53,11,0,63,1,33,31,38,26,63,1,353,201,123,62,615,330,347,399,275,96816
TRUE,0,31,9,1,41,0,8,33,18,23,41,0,205,142,217,40,524,190,374,111,405,48146
FALSE,1,3,2,0,5,0,3,2,3,2,5,0,16,9,2,5,22,24,3,13,14,2610
TRUE,1,10,2,0,12,0,4,8,0,12,12,0,71,42,22,12,123,38,97,41,94,7523
TRUE,1,6,0,0,6,0,5,1,3,3,6,0,34,19,9,6,56,26,36,55,7,3555
FALSE,1,76,21,0,96,1,55,42,61,36,95,2,442,338,119,95,804,494,405,504,395,91987
TRUE,0,30,8,0,38,0,8,30,16,22,37,1,231,165,162,37,521,224,334,193,349,62171
TRUE,1,4,3,0,7,0,4,3,3,4,7,0,31,30,13,6,68,34,40,19,53,5031
TRUE,1,16,8,0,24,0,10,14,12,12,23,1,60,34,22,24,92,55,61,46,70,9160
TRUE,1,4,1,0,5,0,5,0,5,0,4,1,23,9,4,5,31,24,12,36,0,3313
TRUE,1,27,13,0,39,1,32,8,22,18,39,1,232,152,109,40,453,219,274,368,124,36232
TRUE,1,50,16,0,66,0,49,17,38,28,65,1,356,267,132,66,689,353,402,663,92,112068
TRUE,1,44,11,0,55,0,37,18,34,21,55,0,534,272,130,54,882,426,510,719,217,142861
TRUE,1,24,5,0,29,0,17,12,16,13,29,0,210,97,52,29,330,152,207,233,126,82488
TRUE,1,70,19,0,88,1,47,42,35,54,89,0,633,300,133,88,978,511,555,647,419,111137
TRUE,1,5,1,0,6,0,6,0,5,1,6,0,14,1,0,6,9,12,3,15,0,2000
